S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
401,"Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop",Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477,175.56,7,33.91,28
402,"Maruti Alto LX",Jaipur,2010,125000,Petrol,Manual,First,19.7,796,46.3,5,0,0.92
403,"Maruti Wagon R LXI BSIII",Pune,2013,53000,Petrol,Manual,First,14,1061,64,5,0,2.75
404,"Land Rover Range Rover 2.2L Prestige",Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179,187.7,5,0,53.83
405,"Hyundai Verna 1.6 SX VTVT",Pune,2011,49768,Petrol,Manual,Second,17.01,1591,121.3,5,0,4.95
406,"BMW 5 Series 525d Sedan",Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993,218,5,0,33.5
407,"Jaguar XF Diesel",Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993,270.9,5,0,27.95
408,"Skoda Superb Elegance 1.8 TSI AT",Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798,157.75,5,0,7.25
409,"Audi Q3 35 TDI Quattro Premium",Kochi,2017,37542,Diesel,Automatic,First,15.73,1968,174.33,5,0,25.71
410,"Land Rover Range Rover 2.2L Pure",Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179,187.7,5,0,29.67
411,"Mercedes-Benz New C-Class 220 CDI AT",Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143,170,5,0,19
412,"Mahindra Scorpio S10 4WD",Kochi,2017,28464,Diesel,Manual,First,15.4,2179,120,7,0,13.05
413,"BMW 3 Series Luxury Line",Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995,190,5,60.88,25.5
414,"Honda BR-V i-VTEC S MT",Pune,2017,9000,Petrol,Manual,First,15.4,1497,117.3,7,12.51,8.5
415,"Volvo S80 2006-2013 D5",Chennai,2010,92098,Diesel,Automatic,Second,16,2400,215,5,0,7.25
416,"Hyundai Accent GLE",Pune,2005,5834,Petrol,Manual,First,13.2,1495,94,5,0,0.8
417,"Hyundai i20 Active SX Petrol",Jaipur,2017,40250,Petrol,Manual,First,17.19,1197,81.86,5,9.74,6.9
418,"Mercedes-Benz GLC 43 AMG Coupe",Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996,367,5,95.38,70.99
419,"Hyundai EON Magna Plus",Kolkata,2015,20800,Petrol,Manual,Second,21.1,814,55.2,5,0,2.25
420,"Hyundai Grand i10 SportZ Edition",Kochi,2018,40322,Petrol,Manual,First,18.9,1197,81.86,5,0,5.5
421,"Honda City 1.5 EXI S",Mumbai,2013,52576,Petrol,Manual,First,13,1493,100,5,0,4.35
422,"Volkswagen Polo Petrol Trendline 1.2L",Kolkata,2010,55000,Petrol,Manual,First,16.47,1198,73.9,5,0,2.25
423,"Audi A6 35 TFSI Matrix",Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798,187.74,5,60.59,24.5
424,"Volkswagen Jetta 2007-2011 1.9 L TDI",Hyderabad,2010,42021,Diesel,Manual,First,0,1968,NULL,5,0,5.45
425,"Hyundai Creta 1.6 SX Plus Dual Tone Petrol",Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591,121.3,5,0,12.03
426,"Mercedes-Benz New C-Class C 200 CGI Avantgarde",Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796,186,5,0,8.5
427,"Mini Cooper Convertible S",Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998,189.08,4,44.28,28.5
428,"Hyundai Santro Xing XO eRLX Euro II",Pune,2006,108000,Petrol,Manual,Second,17,1086,NULL,5,0,1.2
429,"Toyota Etios VD",Bangalore,2013,37000,Diesel,Manual,First,23.59,1364,67.04,5,0,5.75
430,"Honda Brio S MT",Delhi,2014,30000,Petrol,Manual,Second,19.4,1198,86.8,5,0,3.2
431,"Maruti Baleno Alpha Automatic",Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197,83.1,5,0,9.89
432,"Skoda Laura Ambiente 2.0 TDI CR AT",Coimbatore,2012,143017,Diesel,Automatic,First,20,1968,138.1,5,0,6.58
433,"Hyundai EON Era Plus",Kochi,2018,13102,Petrol,Manual,First,21.1,814,55.2,5,0,4.06
434,"Renault Captur 1.5 Diesel RXL",Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461,108.45,5,0,13.37
435,"BMW 5 Series 2003-2012 GT 530d LE",Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993,258,5,0,25.82
436,"Maruti Alto 800 LXI",Kochi,2016,34267,Petrol,Manual,First,22.74,796,47.3,5,0,3.74
437,"Volvo V40 D3",Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984,150,5,0,22
438,"Maruti Wagon R LXI BSII",Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998,67.1,5,0,1.45
439,"Honda City ZX GXi",Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78,5,0,2
440,"Maruti Eeco 5 STR With AC Plus HTR CNG",Kochi,2017,31841,CNG,Manual,First,15.1,1196,73,5,0,4.7
441,"Chevrolet Enjoy 1.4 LS 8",Kolkata,2014,15000,Petrol,Manual,First,13.7,1399,98.79,8,0,3.75
442,"Mahindra Bolero ZLX",Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523,62.1,7,11.28,7.7
443,"Hyundai Santro GLS I - Euro I",Coimbatore,2012,50243,Petrol,Manual,First,0,1086,NULL,5,0,3.35
444,"Hyundai EON D Lite",Hyderabad,2014,20600,Petrol,Manual,First,21.1,814,55.2,5,0,2.6
445,"Hyundai Creta 1.6 SX Plus Petrol Automatic",Coimbatore,2017,29952,Petrol,Automatic,First,13,1591,121.3,5,0,13.77
446,"Volkswagen Vento 1.6 Comfortline",Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598,103.5,5,11.48,7.1
447,"Honda Civic 2006-2010 1.8 S AT",Pune,2008,61938,Petrol,Automatic,Second,12.9,1799,130,5,0,2.65
448,"Tata Indica Vista Quadrajet LS",Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248,74,5,0,2.5
449,"Mahindra XUV500 W8 2WD",Kochi,2013,61672,Diesel,Manual,First,16,2179,140,7,0,7.53
450,"Hyundai i20 1.2 Asta Option",Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197,81.83,5,0,7.98
451,"Audi Q5 30 TDI quattro Premium Plus",Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,0,39
452,"Maruti Ritz VXi",Chennai,2011,67000,Petrol,Manual,Second,18.5,1197,85.8,5,0,2.25
453,"Mitsubishi Cedia Sports",Chennai,2010,66000,Petrol,Manual,Second,13.17,1999,114,5,0,3.85
454,"Toyota Innova 2.5 V Diesel 7-seater",Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494,102,7,0,13.5
455,"Maruti Celerio LDi",Hyderabad,2016,80219,Diesel,Manual,First,27.62,793,47,5,0,3.5
456,"Maruti S-Cross Delta DDiS 200 SH",Delhi,2018,12923,Diesel,Manual,First,25.1,1248,88.5,5,11.26,8.92
457,"Audi Q3 35 TDI Quattro Premium Plus",Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968,181,5,43.65,20.37
458,"BMW 3 Series Luxury Line",Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995,190,5,62.07,36.5
459,"Audi Q7 4.2 TDI Quattro Technology",Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134,335.2,7,0,48.91
460,"Hyundai i20 2015-2017 Asta 1.2",Pune,2016,6800,Petrol,Manual,First,18.6,1197,81.83,5,0,7.2
461,"Renault Duster 110PS Diesel RxL",Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461,108.45,5,0,5.99
462,"Hyundai Xcent 1.1 CRDi S Celebration Edition",Pune,2016,51000,Diesel,Manual,First,24.4,1120,71,5,0,5.25
463,"Ford Ecosport 1.5 DV5 MT Titanium",Delhi,2014,31465,Diesel,Manual,First,22.7,1498,89.84,5,0,6.5
464,"Volkswagen Polo Petrol Trendline 1.2L",Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198,73.9,5,0,4.4
465,"Hyundai Grand i10 CRDi Magna",Kolkata,2017,14000,Diesel,Manual,First,24,1120,70,5,0,4.6
466,"Tata Manza Aqua Quadrajet BS IV",Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248,88.8,5,0,2.95
467,"Honda City 1.5 V MT",Kolkata,2011,48466,Petrol,Manual,First,17,1497,118,5,0,3.26
468,"Hyundai Santro Xing GLS",Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086,62.1,5,0,2.22
469,"Toyota Innova 2.5 VX (Diesel) 7 Seater",Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494,100,7,0,10.5
470,"Maruti Ciaz 1.3 S",Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248,88.5,5,0,8.26
471,"Toyota Fortuner 4x4 MT TRD Sportivo",Delhi,2013,69000,Diesel,Manual,First,12.55,2982,169,7,0,14.45
472,"Ford Fiesta 1.6 SXI ABS Duratec",Chennai,2009,80524,Petrol,Manual,Second,15.3,1596,NULL,5,0,2.5
473,"Mercedes-Benz E-Class E 220 d",Kochi,2018,26405,Petrol,Automatic,First,12.6,1950,191.34,5,86.97,51.43
474,"Mercedes-Benz New C-Class 220 CDI MT",Chennai,2014,45000,Diesel,Manual,First,15.8,2148,170,5,0,23
475,"Skoda Yeti Ambition 4X2",Kolkata,2012,64284,Diesel,Manual,First,17.72,1968,108.49,5,0,5.5
476,"Hyundai Grand i10 Sportz",Delhi,2015,27000,Petrol,Manual,First,18.9,1197,82,5,0,4.5
477,"Ford Figo 2015-2019 1.2P Titanium MT",Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196,86.8,5,0,6.8
478,"Skoda Octavia Ambition 1.4 TSI MT",Mumbai,2013,21000,Petrol,Manual,First,16.8,1395,138.02,5,0,8.75
479,"Renault Duster 85PS Diesel RxL Option",Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461,83.8,5,0,7
480,"Land Rover Range Rover Evoque 2.0 TD4 Pure",Delhi,2015,24000,Diesel,Automatic,Second,15.68,1999,177,5,0,33.5
481,"Ford Figo Diesel EXI",Chennai,2011,75000,Diesel,Manual,Second,20,1399,68,5,0,2.25
482,"Ford Endeavour Hurricane Limited Edition",Hyderabad,2008,179000,Diesel,Automatic,Second,12.8,2953,156,7,0,4.24
483,"Toyota Fortuner 4x4 MT",Coimbatore,2017,47198,Diesel,Manual,First,12.55,2982,168.5,7,0,28.42
484,"Volkswagen Polo Diesel Comfortline 1.2L",Kolkata,2012,52000,Diesel,Manual,First,22.07,1199,73.9,5,0,2.75
485,"Maruti Ritz VDi",Jaipur,2011,91000,Diesel,Manual,First,23.2,1248,73.94,5,0,3
486,"Nissan Micra Diesel XV Premium",Pune,2013,60000,Diesel,Manual,First,23.08,1461,63.1,5,0,3.55
487,"Hyundai Verna 1.6 SX",Kolkata,2013,37873,Diesel,Manual,First,22.32,1582,126.32,5,0,4.8
488,"BMW 5 Series 2003-2012 523i",Kolkata,2011,31000,Petrol,Automatic,First,10.8,2497,150,5,0,13.5
490,"Honda CR-V 2.4L 4WD AT",Hyderabad,2004,78000,Petrol,Automatic,First,12,2354,187.4,5,0,3.99
491,"Hyundai Creta 1.6 CRDi AT SX Plus",Bangalore,2016,32000,Diesel,Automatic,First,17.01,1582,126.2,5,0,15.5
492,"Hyundai i10 Era",Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086,68.05,5,0,2.32
493,"Mercedes-Benz A Class A200 CDI Sport",Kochi,2016,35437,Diesel,Automatic,First,20,2143,136,5,0,18.58
494,"Maruti Ertiga VXI",Jaipur,2014,98000,Petrol,Manual,First,16.02,1373,93.7,7,0,5.5
495,"Skoda Octavia Classic 1.9 TDI MT",Chennai,2006,72000,Diesel,Manual,Second,18.7,1896,66,5,0,3.2
496,"Honda Amaze VX i-Vtech",Pune,2015,79000,Petrol,Manual,First,18,1198,86.7,5,0,4
497,"Maruti Zen LXi BSII",Chennai,2004,29000,Petrol,Manual,First,17.3,993,60,5,0,1.6
498,"Maruti SX4 ZXI MT BSIV",Kochi,2013,66012,Petrol,Manual,First,15.5,1586,103.3,5,0,4.15
499,"Honda Brio VX AT",Mumbai,2014,35000,Petrol,Automatic,First,16.5,1198,86.8,5,0,4.25
500,"Maruti Wagon R VXI",Ahmedabad,2011,75000,Petrol,Manual,First,18.9,998,67.1,5,0,2.6
501,"Toyota Camry A/T",Mumbai,2008,80000,Petrol,Automatic,Second,12.1,2362,164.7,5,0,3.43
502,"Chevrolet Beat LS",Kochi,2012,32717,Petrol,Manual,First,18.6,1199,79.4,5,0,2.55
503,"Toyota Fortuner 4x4 AT",Delhi,2017,25000,Diesel,Automatic,First,12.55,2982,168.5,7,0,32
504,"Ford Ecosport 1.5 DV5 MT Titanium Optional",Mumbai,2014,79000,Diesel,Manual,First,22.7,1498,89.84,5,0,6.25
505,"Maruti Swift Vdi BSIII",Hyderabad,2010,86000,Diesel,Manual,Second,17.8,1248,75,5,0,3.6
506,"Mercedes-Benz S Class 2005 2013 S 350 CDI",Pune,2010,137000,Diesel,Automatic,First,13.5,2987,282,5,0,18.5
507,"Honda Mobilio S i VTEC",Mumbai,2015,25000,Petrol,Manual,Second,17.3,1497,117.3,7,0,4.25
508,"Hyundai Grand i10 Sportz",Mumbai,2017,8500,Petrol,Manual,Second,18.9,1197,82,5,0,4.8
509,"Mahindra XUV500 AT W8 FWD",Bangalore,2015,34000,Diesel,Automatic,First,16,2179,140,7,0,13
510,"Skoda Fabia 1.6 MPI Elegance",Pune,2012,41629,Petrol,Manual,Second,14.83,1598,105,5,0,2.25
511,"Hyundai Santro Xing GLS",Hyderabad,2009,80227,Petrol,Manual,First,17.92,1086,62.1,5,0,2.3
512,"Hyundai Creta 1.6 SX Plus Dual Tone Petrol",Kochi,2019,8587,Petrol,Manual,First,15.29,1591,121.3,5,0,13.56
513,"Mahindra Scorpio 1.99 S8",Delhi,2017,30000,Diesel,Manual,First,15.4,1997,120,7,0,12.25
514,"Skoda Rapid 1.6 TDI Ambition",Pune,2013,64186,Diesel,Manual,First,20.5,1598,103.5,5,0,3.76
515,"Renault Duster 110PS Diesel RxZ",Coimbatore,2015,76427,Diesel,Manual,First,19.01,1461,108.45,5,0,8.58
516,"BMW X5 xDrive 30d",Hyderabad,2011,75000,Diesel,Automatic,First,11.7,2993,245,5,0,27.5
517,"Toyota Etios G",Coimbatore,2013,27075,Petrol,Manual,First,17.6,1496,88.73,5,0,4.95
518,"Maruti Wagon R LXI",Ahmedabad,2012,30000,Petrol,Manual,First,22.5,998,67.04,5,4.74,3.3
519,"Hyundai Creta 1.6 SX",Chennai,2016,69434,Petrol,Manual,First,15.8,1591,121.3,5,14.84,8
520,"Maruti Celerio VXI",Jaipur,2014,56000,Petrol,Manual,First,23.1,998,67.04,5,0,2.79
521,"Land Rover Range Rover HSE Dynamic",Coimbatore,2017,49275,Diesel,Automatic,First,12.7,2179,187.7,5,0,45.64
522,"Chevrolet Beat LT",Pune,2014,8700,Petrol,Manual,First,18.6,1199,76.8,5,0,2.55
523,"Tata Nano Twist XT",Ahmedabad,2014,18000,Petrol,Manual,Second,25.4,624,37.5,4,0,1
524,"Audi A6 2011-2015 35 TDI Technology",Coimbatore,2017,41041,Diesel,Automatic,First,17.68,1968,174.33,5,0,37.56
525,"Mercedes-Benz E-Class 280 CDI",Kochi,2009,80464,Diesel,Automatic,Second,11,2987,198.5,5,0,9.29
526,"Maruti Swift VXI",Kochi,2019,20667,Petrol,Manual,First,22,1197,81.8,5,0,6.37
527,"Fiat Linea T Jet",Coimbatore,2013,60283,Petrol,Manual,First,14.6,1368,112,5,0,2.98
528,"Maruti Swift VXI Optional",Kochi,2017,31696,Petrol,Manual,First,20.4,1197,81.8,5,0,5.75
529,"Toyota Fortuner 3.0 Diesel",Hyderabad,2010,100000,Diesel,Manual,First,11.5,2982,171,7,0,13
530,"Maruti Ertiga ZXI",Mumbai,2014,13361,Petrol,Manual,First,16.02,1373,93.7,7,0,6.8
531,"BMW 3 Series 320i Sedan",Coimbatore,2010,48394,Petrol,Automatic,First,12.05,1995,154,5,0,10.49
532,"Maruti Ertiga VXI",Jaipur,2014,47399,Petrol,Manual,First,16.02,1373,93.7,7,0,5.6
533,"Honda City 1.5 V AT",Mumbai,2010,69000,Petrol,Automatic,Second,16.8,1497,118,5,0,2.85
534,"Hyundai Santa Fe 4X4",Coimbatore,2013,65278,Diesel,Manual,First,14.66,2199,194.3,7,0,8.36
535,"Tata Indigo LS",Jaipur,2005,108000,Diesel,Manual,First,17,1405,70,5,0,1
536,"Mercedes-Benz E-Class 2009-2013 E 250 Elegance",Kolkata,2010,50645,Petrol,Automatic,Second,10.93,2497,204,5,0,10.75
537,"Maruti Swift Dzire LDi",Hyderabad,2011,130002,Diesel,Manual,First,19.3,1248,73.9,5,0,3.85
538,"Ford Fiesta Classic 1.4 Duratorq CLXI",Hyderabad,2012,107000,Diesel,Manual,First,17.8,1399,67,5,0,3
539,"Honda City i VTEC CVT VX",Coimbatore,2015,41950,Petrol,Automatic,First,18,1497,117.3,5,0,9.6
540,"Toyota Fortuner 4x2 Manual",Delhi,2012,109000,Diesel,Manual,First,13,2982,168.5,7,0,13.25
541,"Honda Amaze VX O i VTEC",Mumbai,2016,9000,Petrol,Manual,First,18,1198,86.7,5,0,5.75
542,"Hyundai i20 Asta 1.4 CRDi",Delhi,2014,43900,Diesel,Manual,First,22.54,1396,88.73,5,0,6.75
543,"Chevrolet Enjoy TCDi LTZ 7 Seater",Bangalore,2013,64000,Diesel,Manual,Second,18.2,1248,73.8,7,0,4.85
544,"Mercedes-Benz New C-Class Progressive C 200",Kochi,2019,13190,Petrol,Automatic,First,0,1950,181.43,5,49.49,38.99
545,"Maruti SX4 ZXI AT Leather",Mumbai,2009,77652,Petrol,Automatic,First,12.6,1586,103.2,5,0,2.85
546,"Toyota Innova 2.5 VX (Diesel) 7 Seater",Mumbai,2012,55000,Diesel,Manual,First,12.99,2494,100,7,0,9.51
547,"BMW 5 Series 2003-2012 520d",Ahmedabad,2012,59900,Diesel,Automatic,Second,18.48,1995,177,5,0,18.5
548,"Renault Duster 110PS Diesel RxZ",Delhi,2015,73539,Diesel,Manual,First,19.01,1461,108.45,5,0,6.75
549,"BMW X1 sDrive 20d xLine",Coimbatore,2017,31645,Diesel,Automatic,First,20.68,1995,190,5,48.18,29.4
550,"Honda City ZX GXi",Kochi,2009,69690,Petrol,Manual,First,17.7,1497,78,5,0,3.29
551,"Maruti Ciaz RS ZDi Plus SHVS",Delhi,2016,41000,Diesel,Manual,First,28.09,1248,88.5,5,0,9.5
552,"Maruti Swift Dzire VXi",Pune,2010,109200,Petrol,Manual,Second,17.5,1298,85.8,5,0,2.2
553,"Mahindra XUV500 W6 2WD",Pune,2012,80000,Diesel,Manual,First,15.1,2179,140,7,0,6.5
554,"Honda Civic 2006-2010 1.8 S MT",Ahmedabad,2007,51000,Petrol,Manual,First,13.5,1799,130,5,0,4.9
555,"Maruti Ertiga ZDI",Pune,2013,105000,Diesel,Manual,Second,25.47,1248,88.5,7,12.34,6.75
556,"Toyota Etios Liva GD",Chennai,2013,179000,Diesel,Manual,First,23.59,1364,67.04,5,0,3.8
557,"Audi TT 2.0 TFSI",Delhi,2013,12100,Petrol,Automatic,First,9.9,1984,207.8,2,0,29.5
558,"Skoda Rapid 1.5 TDI Style",Hyderabad,2017,31000,Diesel,Manual,First,21.13,1498,108.4,5,15.38,10.5
559,"Volkswagen Polo 1.5 TDI Highline",Hyderabad,2015,50000,Diesel,Manual,First,20.14,1498,88.8,5,0,6.2
560,"Skoda Laura 1.9 TDI AT Elegance",Jaipur,2009,48000,Diesel,Automatic,First,17,1896,105,5,0,5
561,"Mahindra Renault Logan 1.5 DLE Diesel",Chennai,2007,35000,Diesel,Manual,First,19.2,1461,65,5,0,2.3
562,"Toyota Innova Crysta 2.8 GX AT",Ahmedabad,2016,100200,Diesel,Automatic,First,11.36,2755,171.5,7,19.21,17
563,"BMW 3 Series 320d Luxury Line",Bangalore,2014,47000,Diesel,Automatic,First,18.88,1995,184,5,0,25.5
564,"Honda Jazz 1.5 S i DTEC",Jaipur,2015,63642,Diesel,Manual,First,27.3,1498,98.6,5,0,5.65
565,"Honda Amaze VX i-DTEC",Kochi,2015,62550,Diesel,Manual,First,25.8,1498,98.6,5,0,5.6
566,"Jaguar XF 2.2 Litre Luxury",Kochi,2015,37340,Diesel,Automatic,First,16.36,2179,187.7,5,0,29.98
567,"Maruti Swift Dzire VDI",Coimbatore,2016,38461,Diesel,Manual,First,26.59,1248,74,5,0,7.39
568,"Jeep Compass 2.0 Limited",Jaipur,2018,29000,Diesel,Manual,First,17.1,1956,170,5,22.95,19
569,"Toyota Corolla Altis 1.8 Sport",Pune,2010,31000,Petrol,Manual,First,12.5,1794,132,5,0,5
570,"Honda City 1.5 V MT",Kolkata,2011,42086,Petrol,Manual,First,17,1497,118,5,0,3.35
571,"Maruti Swift ZXI",Chennai,2013,49000,Petrol,Manual,First,18.6,1197,85.8,5,0,4.45
572,"Hyundai Verna 1.6 SX CRDI (O) AT",Coimbatore,2019,77240,Diesel,Automatic,First,22.32,1582,126.32,5,0,8.31
573,"Mahindra Bolero ZLX",Jaipur,2012,105000,Diesel,Manual,Second,15.96,2523,62.1,7,11.15,6
574,"Maruti Swift VDI",Chennai,2014,35000,Diesel,Manual,First,22.9,1248,74,5,0,5.25
575,"Hyundai Santro Xing XO",Chennai,2006,83072,Petrol,Manual,First,17,1086,NULL,5,0,1.4
576,"Audi A6 2011-2015 2.0 TDI Premium Plus",Hyderabad,2012,202082,Diesel,Automatic,First,17.68,1968,174.33,5,0,12.3
577,"Ford Ikon 1.3 LXi NXt",Chennai,2004,129000,Petrol,Manual,Third,13.8,1299,70,5,0,1.5
578,"Volkswagen Polo 1.5 TDI Highline",Coimbatore,2018,33558,Diesel,Manual,First,20.14,1498,88,5,10.32,8.12
579,"Mahindra Bolero VLX CRDe",Coimbatore,2012,60271,Diesel,Manual,First,13.6,2523,63,7,0,6.12
580,"Honda City i DTEC VX Option",Coimbatore,2017,45366,Diesel,Manual,First,25.1,1498,98.6,5,0,10.88
581,"Chevrolet Sail Hatchback 1.2 LS",Kolkata,2014,9500,Petrol,Manual,First,18.2,1199,82.5,5,0,3.5
582,"Hyundai i20 1.2 Spotz",Kochi,2016,42362,Petrol,Manual,First,18.6,1197,81.83,5,0,6.15
583,"BMW X1 sDrive 20d Sportline",Chennai,2016,21000,Diesel,Automatic,First,17.05,1995,184,5,0,33
584,"BMW X1 sDrive 20d Exclusive",Mumbai,2012,15200,Diesel,Automatic,First,15.06,1995,177,5,0,13.5
585,"Toyota Fortuner 4x2 AT",Mumbai,2015,43690,Diesel,Automatic,First,12.55,2982,168.5,7,0,17.11
586,"Audi Q7 4.2 TDI Quattro Technology",Kochi,2014,79926,Diesel,Automatic,First,11.33,4134,335.2,7,0,29.77
587,"Maruti Ertiga VDI",Kolkata,2013,53073,Diesel,Manual,First,20.77,1248,88.76,7,0,5.95
588,"Hyundai i20 1.2 Magna",Bangalore,2015,59000,Petrol,Manual,First,18.5,1197,80,5,0,5.75
589,"Mercedes-Benz S Class 2005 2013 S 350 L",Bangalore,2006,47088,Petrol,Automatic,Second,10.13,3498,364.9,5,0,19
590,"Renault Duster 85PS Diesel RxL",Ahmedabad,2014,55000,Diesel,Manual,First,20.45,1461,83.8,5,0,4.75
591,"Mahindra Quanto C2",Hyderabad,2013,80430,Diesel,Manual,Second,17.21,1493,100,7,0,3.3
592,"Toyota Fortuner 4x2 AT",Delhi,2013,71932,Diesel,Automatic,First,12.55,2982,168.5,7,0,16.5
593,"BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater",Mumbai,2014,19000,Diesel,Automatic,First,15.97,2993,258,7,0,44
594,"Maruti Swift Dzire VDi",Hyderabad,2011,81759,Diesel,Manual,First,19.3,1248,73.9,5,0,4.39
595,"Maruti Swift LDI Optional",Kochi,2018,52010,Diesel,Manual,First,25.2,1248,74,5,0,6.2
596,"Audi A6 2011-2015 35 TFSI Technology",Kochi,2016,58953,Petrol,Automatic,First,13.53,1984,177.01,5,0,24.22
597,"Mitsubishi Pajero 2.8 SFX BSIV Dual Tone",Mumbai,2008,93000,Diesel,Manual,Third,10.5,2835,107.2,6,0,5.45
598,"Jaguar XF 2.2 Litre Executive",Delhi,2016,10000,Diesel,Automatic,First,16.36,2179,187.7,5,0,44
599,"Toyota Innova Crysta 2.8 ZX AT",Coimbatore,2019,40674,Diesel,Automatic,First,11.36,2755,171.5,7,28.05,24.82
600,"Skoda Octavia Ambition 2.0 TDI AT",Mumbai,2015,50000,Diesel,Automatic,First,19.3,1968,141,5,0,11.69
